,replyid,sourceid,content,authorid,author,supports,showTime
236,135265,161305,哈哈哈哈,1891049,菁菁,0,2022-04-11 16:21:21
237,135212,161305,我已经等梦想家很久了,252654,MR HO,0,2022-04-09 19:23:03
238,135211,161305,L9的屏真是大啊！！,276231,筘仔,0,2022-04-09 09:41:50
239,135186,161305,想多了，比亚迪也得要成本吧。,1890990,邦友1e2d6e80,0,2022-04-08 13:24:22
240,135187,161305,理想就是想cc路虎，只出suv。年龄大的都喜欢suv。预测理想对标就是路虎，根本不是特斯拉。因为马斯克根本对suv不感兴趣，特斯拉对标是保时捷，专注干超跑。蔚来对标特斯拉。小鹏对标蔚来，雷军对标小鹏，大致顺序。,262584,R洋洋洋,0,2022-04-08 11:03:34
241,135188,161305,罗经理，你想多了，现在的比亚迪，不是以前的比亚迪了，人家要走高端路线，看看宋plus dmi就知道价格不便宜,252637,月落落,0,2022-04-08 10:08:35
242,135189,161305,哇，L9可以的啊。,228125,村,0,2022-04-08 09:55:46
243,135190,161305,希望比亚迪能出一款20万左右像岚图理想家一样的三联屏7座dmi混动mpv,252804,房产专家-罗国权,0,2022-04-08 08:23:03
244,135191,161316,特斯拉就是乌克兰的司机，只有教训才能学会责任,252789,老许,0,2022-04-08 17:13:24
245,135192,161316,就不说刹车有问题，到死都不说，都买它干啥,1890991,邦友a0ee4066,0,2022-04-08 10:54:08
246,135193,161316,什么叫“免费”升级解决问题，你自己产品有问题还叫啥免费！，,1890992,邦友31f0e2d8,0,2022-04-08 10:11:37
247,135194,161316,垃圾……,1890993,邦友26722676,0,2022-04-08 10:09:49
248,135195,161316,不想说马后炮的话，但是这车没有经过几年市场检验，还是个电车，就一窝蜂去买，这不，问题又来了吧？,170781,成事在人,0,2022-04-08 10:08:59
249,135196,161316,逆变器制造问题靠OTA升级软件解决，这个也是厉害的。,1890994,邦友ba069993,0,2022-04-08 10:02:42
250,135197,161316,让那些（它死啦）的粉丝们哭吧[偷笑]看还敢崇洋媚外？[呲牙],1890995,邦友0acfe4c1,0,2022-04-08 09:57:47
251,135198,161316,这是变相承认了刹车有问题吗？,1890996,邦友9cff98e5,0,2022-04-08 09:11:58
252,135199,161316,感谢国家，感谢调查！,1890997,邦友be8aad28,0,2022-04-08 09:03:46
253,135200,161316,国人再也不要崇洋媚外了，国货才是精品，国货已自强[胜利][太阳],1890998,邦友c7f05250,0,2022-04-08 09:02:43
254,135201,161316,去年12月的召回计划到现在还没约我去修呢,1890999,邦友a0a4896d,0,2022-04-08 09:00:41
255,135202,161316,"特吹：你看特斯拉还是负责任的召回了
网友：喂，是国家质量监督总局调查缺陷后要求特斯拉召回的。
特吹：你说什么，天气很好？嗯，天气很好[微笑]",257542,王锡钢,0,2022-04-08 08:54:57
256,135203,161316,笑了[再见],1891000,邦友2b8fc384,0,2022-04-08 08:54:15
257,135204,161316,打脸了,1891001,邦友9a54b9d6,0,2022-04-08 08:49:38
258,135205,161316,承认了？,213704,小黑,0,2022-04-08 08:35:41
259,135206,161316,特斯拉就是垃圾,1891002,邦友71863f6e,0,2022-04-08 08:27:12
260,135207,161316,特吹继续吹[破涕为笑],254561,ThornApple,0,2022-04-08 08:11:48
261,135208,161316,制造差异用OTA升级解决？,1891003,邦友c97c9e6f,0,2022-04-08 08:09:05
262,135209,161316,召回，增加战斗机弹射座椅，突然趴窝就弹出去，也能保命，而且绝对凸显尊贵的特斯拉车主身份,252609,yang,0,2022-04-08 08:07:45
263,135210,161313,失去理智,137948,富安娜美家&此情何待,0,2022-04-08 08:19:14
264,135184,161290,就一个不满意的地方：驾驶位置腿部空间对胖子不友好。其它的都不错，比亚迪还不能做出十全十美的车，总差那么一点点火候。,1890974,邦友d21e1440,0,2022-04-08 09:31:14
265,135183,161290,新能源唯有比亚迪，其他都是虚的。,286078,安静骑士,0,2022-04-08 08:52:11
266,135165,161290,说大众=工业垃圾的那位，我差点乐出声，每年新增一千多万的车主合着都是傻子呗？,221483,陶朱沉鱼,0,2022-04-07 11:22:29
267,135134,161290,大号海豚。电车买国外的都是韭菜，特别是欧洲那些电车[呲牙],1890941,邦友99085be7,0,2022-04-06 14:40:37
268,135135,161290,买ID4那位，你确定不是开玩笑？大众＝工业垃圾,140813,孤狼,0,2022-04-06 12:05:19
269,135136,161290,我等内饰小改款,271281,微风不燥,0,2022-04-06 12:04:03
270,135137,161290,懂了，我选430km尊贵版[耶],1890942,邦友4b5c7b36,0,2022-04-06 10:06:39
271,135138,161290,花十八万买个550的id4不香吗,1890943,邦友94c9d002,0,2022-04-06 08:59:10
272,135139,161290,不错  新能源还是要买比亚迪,1890944,邦友e9b56ec0,0,2022-04-06 08:46:52
273,135140,161290,内饰太丑,1890945,邦友e421ec03,0,2022-04-06 08:18:31
274,135141,161290,确实不错[强],1890946,邦友1243c917,0,2022-04-06 08:14:40
275,135180,161297,以前，没钱买腾势，现在，没钱买腾势[旺柴],1889768,邦友2533ba4b,0,2022-04-07 12:12:33
276,135181,161297,价格得实惠才行,281448,飞翔的荷兰人,0,2022-04-07 08:13:27
277,135182,161299,前盖设计的是防夹手吧？这么大的沟~[旺柴],265821,Mr.,0,2022-04-07 16:40:05
278,135178,161299,跟个es6一样……,1889768,邦友2533ba4b,0,2022-04-07 12:11:49
279,135179,161299,未来道阻且艰,160667,春天花会开,0,2022-04-07 08:24:51
280,135103,161291,老实说是零跑c11值得买还是威马w6，又或者模特Y？,273862,小小粉刷匠Young,0,2022-04-04 20:59:36
281,135105,161291,小鹏真贵,1890917,邦友848fdb60,0,2022-04-04 13:19:02
282,135106,161291,特斯拉又不是新势力，加他干毛,1890918,邦友59140ed5,0,2022-04-04 12:52:52
283,135108,161291,小鹏也是我选择之一，不过有时候一辆车路上太多了，会有审美疲劳，会影响要买它的欲望。这样的想法会很奇怪吗？[破涕为笑],228125,村,0,2022-04-04 11:35:00
284,135110,161291,有没有问界的销量?,266819,CD,0,2022-04-04 10:39:11
285,135112,161291,交付量只说明去年下半年的销量,1890919,邦友dd6ac272,0,2022-04-04 10:39:02
286,135113,161291,威马继续隐身，1月销量2685，2月1500，妥妥跌入第三梯队。2月却为了好看，报了上险数3300，把因为春节而延误上险的车辆报在一起。看他们3月怎么玩。,1890920,邦友232e2e42,0,2022-04-04 09:39:52
287,135114,161291,小鹏666,1890918,邦友59140ed5,0,2022-04-04 09:35:10
288,135115,161291,写得不错 下次记得加上特斯拉,1890921,邦友9474f3c1,0,2022-04-04 08:38:56
289,135117,161291,差一步下单c11，最终还是买了蔚来[捂脸],1890922,邦友6145b84b,0,2022-04-04 08:13:25
290,135119,161294,比亚迪，将来一定是全球独霸的企业，加油[强],279861,麒麟展示 Kylin Display,0,2022-04-05 07:03:21
291,135120,161294,好事来的，燃油车不赚钱，还死拿在手里干啥，还不如释放产能生产新能源车,252747,劉波比,0,2022-04-04 09:57:06
292,135122,161294,牛逼！！！,255012,中心医院-马保东,0,2022-04-04 09:15:26
293,135123,161294,BYD yyds,160731,A男宫爵潮鞋,0,2022-04-04 08:13:20
294,135124,161294,油电混合是正解,1890923,邦友4664fc76,0,2022-04-04 08:12:40
295,135125,161294,默秒全[强],141644,佛山瓷砖赵海军,0,2022-04-04 08:05:16
296,135042,161289,棒,1890867,可歌一阙,0,2022-04-02 15:40:25
297,135293,161285,非常不错！高级感强！如果有侧灯的话更佳。,224004,奕君,0,2022-04-12 18:19:00
298,135168,161285,自动驾驶能力怎么样，能详细说说软硬件配置吗？,223302,清风剑,0,2022-04-07 18:43:33
299,135096,161285,可惜第二排不能放平,1890907,邦友a22fbb66,0,2022-04-05 08:47:39
300,135090,161285,不错！这才有了旗舰的气魄！有模有样了！[强][强],225540,番茄,0,2022-04-04 17:16:12
301,135091,161285,好车，好看，好贵。,1888902,邦友a276ba4e,0,2022-04-04 10:28:49
302,135088,161285,大唐盛世，威武霸气，即将登场，敬请期待,1890896,邦友4f38cadc,0,2022-04-03 23:42:06
303,135089,161285,我一直很讨厌小仪表盘，还好唐不是。,282018,Human噶Slave,0,2022-04-03 19:26:09
304,135092,161285,18款唐EV好看，霸气。新款的差点意思。,261975,คิดถึง鼎勇五金,0,2022-04-03 19:18:09
305,135064,161285,期待比亚迪出一台纯电保姆车[呲牙],259628,黄生,0,2022-04-03 17:00:21
306,135068,161285,多少钱？,253553,勇哥,0,2022-04-03 14:47:04
307,135066,161285,还是没有前备厢，哎……,175821,意玉,0,2022-04-03 13:33:19
308,135070,161285,非常好的车，就是太贵了[流泪][流泪],266547,曾庆凯,0,2022-04-03 13:24:47
309,135072,161285,25万值得入手,1890886,邦友f104bf07,0,2022-04-03 12:25:27
310,135073,161285,个人还是喜欢老唐。 实车比图片好看。,280692,Koap,0,2022-04-03 11:20:11
311,135074,161285,希望出5座款的,271069,清心,0,2022-04-03 11:15:10
312,135076,161285,"个人觉得改款好看，
比亚迪需要一款像样的SUV旗舰。[玫瑰]",176271,张晓河TEM,0,2022-04-03 09:34:27
313,135077,161285,怎一个帅字了得！应当还有牛！,1890887,邦友be2146d0,0,2022-04-03 09:22:44
314,135078,161285,买车只看性价比，颜值其次,279232,黯月魅影,0,2022-04-03 09:12:33
315,135079,161285,太好看太强大了[666],281004,唐唐晓晓,0,2022-04-03 09:05:27
316,135080,161285,外观不错，但屏幕设计风格不能改下么[得意],1890888,邦友aaf38fd9,0,2022-04-03 08:54:03
317,135082,161285,4米9的车就不能宽敞的给个五座吗,1890889,邦友e484611e,0,2022-04-03 08:41:24
318,135084,161285,售价呢,1890890,邦友c4a75829,0,2022-04-03 08:08:21
319,135086,161285,喜欢！,1890891,邦友0c6a6765,0,2022-04-03 08:06:30
320,135127,161288,我的什么时候交,267946,植豪,0,2022-04-03 21:19:39
321,135129,161283,太惨了,1890924,邦友3160a025,0,2022-04-03 20:58:50
322,135054,161284,蔚来其实有平价品牌，和广汽合作的那个合创，但肯定就走不了蔚来这个模式了，蔚来这种模式很吃服务资源，低价车的利润保持不了现在的服务质量，如果想用评价车的价格，来享受蔚来的服务和换电，短期内可能性还是不大的，毕竟服务也是钱，要成本的，一辆50万的蔚来，至少有10万要花在未来可能产生的各种服务上，终身质保，终身免费换电，这些都需要后续支出的,156959,绯雨流晴,0,2022-04-02 15:49:58
323,135055,161284,今年豪华品牌，都进来了，感觉不容易,1890877,邦友706814ad,0,2022-04-02 15:42:39
324,135056,161284,蔚来应该大胆一点 再成立一个平价品牌。不然再过三五年就成小众品牌了。都在拼命攻城掠地的时候守着一块高地最后就成孤岛了。,226310,9,0,2022-04-02 11:17:01
325,135057,161284,续航真实性还是吃力啊！,138021,Dark blue,0,2022-04-02 10:38:30
326,135058,161284,电车涨价带来一波销量增长，都抢着涨价前买,215731,于飞,0,2022-04-02 09:37:04
327,135041,161271,有一种感觉，美国下大量订单，约定按当时的价格提货，之后利用各种手段提高上游原材料的价格，订单越多的中国企业亏损就越多……,138336,风林火山,0,2022-04-02 15:36:43
328,135093,161282,为什么能卖过万！,1890155,邦友1494bfd9,0,2022-04-03 20:15:17
329,135062,161282,L9得卖50万吧,1890880,邦友2d2c0611,0,2022-04-03 14:03:08
330,135051,161282,那就豪华了，开玩笑呢吧！,1890875,邦友9e829857,0,2022-04-02 16:53:58
331,135052,161282,小鹏，蔚来，理想，特斯拉，四大街车。[破涕为笑],228125,村,0,2022-04-02 16:34:04
332,135053,161282,六千公里车主签到,1890876,邦友f75d515e,0,2022-04-02 08:19:54
333,135142,161275,倒抄领克的赶脚,240686,邦友d8631943,0,2022-04-06 16:44:03
334,135143,161275,只要是保时捷，怎样都好看,279861,麒麟展示 Kylin Display,0,2022-04-06 12:26:03
335,135144,161275,领克味,1890947,邦友179314d9,0,2022-04-06 10:29:41
336,135145,161275,"最后那张黑的,神似胖版model S[破涕为笑]",236125,G文杰,0,2022-04-06 09:52:30
337,135146,161275,一股子领克味[旺柴],264968,Truecloud,0,2022-04-06 09:07:49
338,135147,161275,"设计师正在休产假
你们非得叫人家回来加班
所以能整成这样已经非常不错了[偷笑]",162368,佳兴蛋品批发,0,2022-04-06 08:27:01
339,135148,161275,我觉得这款还好啊……因人而异吧……,1890946,邦友1243c917,0,2022-04-06 08:15:46
340,135150,161275,超过30万就是智商税了……,140450,虎归山,0,2022-04-06 08:11:57
341,135151,161275,艺术品和残次品。,224752,胡,0,2022-04-06 08:05:37
342,135152,161275,这前脸不是领克嘛。。,1890948,邦友5e29d11c,0,2022-04-06 08:01:59
343,135059,161281,哪吒S看着不错，期待价格[色],160804,王家珍,0,2022-04-02 09:41:45
344,135060,161281,哪吒主要是地方网约车，理想是家用车，你这个数算的没意义,252777,张波,0,2022-04-02 08:50:07
345,135164,161257,看到馈电油耗5升我就放心了,225192,稀奇流氓兔,0,2022-04-06 23:07:25
346,135132,161257,这个看着眼馋。,259783,葛臻哲,0,2022-04-05 21:26:39
347,135100,161257,比星越多2座[胜利],1890915,邦友4f4bdb85,0,2022-04-05 08:58:47
348,135154,161260,这么发展下去已经买不起国产车了，穷人只能买进口车了。,1890949,邦友e22e9755,0,2022-04-06 12:36:44
349,135155,161260,那里相似了？看不懂了,263973,陶PaPa,0,2022-04-06 12:11:09
350,135157,161260,比亚迪的产品越来越好了，再也不是合资车的天下了。[强],1890950,邦友96932350,0,2022-04-06 11:05:17
351,135158,161260,28万！都不懂哪来的自信？智能驾驶部分呵呵哒！[捂脸],1890951,邦友6d645537,0,2022-04-06 10:17:41
352,135159,161260,这外观太帅了,1890952,邦友60f23c7c,0,2022-04-06 08:56:45
353,135161,161260,这泪眼……taycan估计要气炸了……,1890946,邦友1243c917,0,2022-04-06 08:19:10
354,135126,161261,不是有ES8吗,161053,　　　,0,2022-04-04 11:19:58
355,135044,161261,B13A躺着赚钱时代马上过去了，终结者来了,270684,..华美工艺标牌13920488758,0,2022-04-02 21:21:34
356,135101,161262,我还以为抬头显可以显示影音娱乐，原来还有个“信息”在后面。[让我看看],228125,村,0,2022-04-05 12:17:05
357,135102,161262,噱头[旺柴],1890916,邦友5147fd29,0,2022-04-05 11:43:10
358,135095,161265,还是喜欢特斯拉,252623, 陶然卍居士࿐  ེོ,0,2022-04-02 06:34:57
359,135038,161265,买！,1890861,邦友f433720e,0,2022-04-01 17:57:28
360,135018,161265,这I3的轴距怎么比IX3的轴距还长？太豪了,172432,袁佳,0,2022-04-01 14:27:16
361,135019,161265,还是接受不了封闭双肾，炒鸡难看。,275984,ChiU_C,0,2022-04-01 10:05:08
362,135021,161265,电车还是看比亚迪和蔚小理吧,192951,David,0,2022-04-01 09:54:00
363,135025,161265,定价终于理性了，要是用4系的外形就更帅了,253549,石磊,0,2022-04-01 09:50:59
364,135027,161265,这价位我选et5[Emm],281164,Scf,0,2022-04-01 09:48:20
365,135023,161265,如果有插混3系就好了,141299,Favor Sx.,0,2022-04-01 09:46:50
366,135029,161265,还是不错的 有竞争力,1890845,邦友3c712d80,0,2022-04-01 09:30:50
367,135031,161266,高合还是很不错的[呲牙][呲牙][强],1890846,邦友84b9faaf,0,2022-04-01 11:22:39
368,135036,161254,这前脸不是小鹏G3i？？？,221483,陶朱沉鱼,0,2022-04-01 17:04:11
369,135007,161254,我开的几何A，也开了两年多了。准备给我爸买一个小的接孩子,137564,guu,0,2022-04-01 13:35:55
370,135009,161254,能经得起这么激烈的碰撞，那安全肯定有保障啊~,1890842,邦友b4591b7e,0,2022-04-01 12:31:09
371,135011,161254,为吉利打call！！！,1890843,邦友45d88911,0,2022-04-01 12:29:05
372,135012,161254,同几何c车主路过,275822,双头鹰,0,2022-04-01 10:12:50
373,135013,161254,几何E多少钱,186222,憨豆吉米,0,2022-04-01 10:06:09
374,135015,161254,这就是传说中的E？,261765,sorry坏先森,0,2022-04-01 09:53:42
375,135016,161254,已经买了一台几何C，开了一年半了，好想再买个几何E,1890844,邦友57b34dc3,0,2022-04-01 09:25:34
376,135003,161255,21年比亚迪已经有爆发的趋势了，22年一定是吉利和比亚迪作为国产新能源第一梯队的世纪大战，比亚迪依靠电池技术，吉利依靠强大的技术积累和整合能力，双方一定可以在这场较量中为我们提供更多优秀的好产品。,1890828,邦友ade45f85,5,2022-04-01 11:26:21
377,135002,161255,星越L混动后续肯定会上PHEV版本，但是售价肯定比HEV高一些，雷神系列的动力总成以后一定会更广泛的应用到吉利体系下的更多产品，这是时代趋势,1890829,邦友c99b9c8e,5,2022-04-01 11:26:15
